First Name,Email ID,Quantity,Events,Attendee Status,College Name,Event_Source,Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family_Income(Lack),Expected salary (Lack),Leadership- skills
krunal nimesh,krunalnimesh@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,email,students,2025,chamba,8.3,5,0-2,5,no
patel,patel@xyz.com,1,talk on skill and employability enhancement,attending,"priyadarshini college of engineering, nagpur ",email,students,2025,kangra,6.4,8,0-2,8,no
yash,yash@xyz.com,1,talk on skill and employability enhancement,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2023,hamirpur,7.5,5,0-2,9,yes
dhyey,dhyey@xyz.com,1,talk on skill and employability enhancement,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,whatsapp,students,2024,kullu,7.7,6,0-2,13,yes
adityakumar,adityakumar@xyz.com,1,talk on skill and employability enhancement,attending,silicon institute of technology,whatsapp,students,2023,mandi,9.9,8,0-2,15,no
neel,neel@xyz.com,1,talk on skill and employability enhancement,attending,st xavier's college ,whatsapp,students,2025,baramula,7.4,8,0-2,20,no
prathmesh,prathmesh@xyz.com,1,talk on skill and employability enhancement,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2025,doda,9.2,5,0-2,20,no
patel,patel@xyz.com,1,talk on skill and employability enhancement,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,email,students,2024,gulmarg,7.6,5,0-2,14,no
rathod,rathod@xyz.com,1,talk on skill and employability enhancement,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2024,jammu,8.7,8,0-2,16,yes
rathod,rathod@xyz.com,1,talk on skill and employability enhancement,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2023,punch,9.5,6,0-2,19,no
devang,devang@xyz.com,1,talk on skill and employability enhancement,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,whatsapp,students,2023,rajouri,6.9,3,0-2,8,no
patel,patel@xyz.com,1,talk on skill and employability enhancement,attending,silicon institute of technology,email,students,2025,srinagar,9.2,5,0-2,9,no
meet,meet@xyz.com,1,talk on skill and employability enhancement,attending,don bosco college of engineering fatorda goa,email,students,2025,badmi,7.2,8,0-2,8,no
dharmin,dharmin@xyz.com,1,talk on skill and employability enhancement,attending,pillai college of engineering new panvel,youtube,students,2024,ballari,7.5,8,0-2,6,yes
dev,dev@xyz.com,1,talk on skill and employability enhancement,attending,st xavier's college ,youtube,students,2024,bengaluru,6.5,3,0-2,8,yes
ritik,ritik@xyz.com,1,talk on skill and employability enhancement,attending,wilson college ,email,students,2025,hasan,7.6,3,0-2,21,yes
heetkumar,heetkumar@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,whatsapp,students,2025,mysuru,7.3,3,0-2,9,no
pal,pal@xyz.com,1,talk on skill and employability enhancement,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2024,kollam,8.7,8,0-2,5,no
sonani,sonani@xyz.com,1,talk on skill and employability enhancement,attending,government polytechnic gandhinagar,linkedin,students,2023,thrissur,6.7,5,0-2,8,yes
ashlesha,ashlesha@xyz.com,1,talk on skill and employability enhancement,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",facebook,students,2023,bhopal,9.0,6,0-2,19,no
bijay,bijay@xyz.com,1,talk on skill and employability enhancement,attending,"vishwakarma institute of technology, pune",instagram|linkedin,students,2024,dhar,7.2,3,0-2,18,no
zainab,zainab@xyz.com,1,talk on skill and employability enhancement,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2025,indore,8.5,5,0-2,23,no
ramani,ramani@xyz.com,1,talk on skill and employability enhancement,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2025,guna,6.5,3,0-2,5,no
nil,nil@xyz.com,1,talk on skill and employability enhancement,attending,st.francis institute of technology,whatsapp,students,2023,gwalior,6.6,8,0-2,8,no
kaushani,kaushani@xyz.com,1,talk on skill and employability enhancement,attending,new horizon institute of technology and management ,whatsapp,students,2024,narwar,9.5,6,0-2,20,yes
dnyaneshwar,dnyaneshwar@xyz.com,1,talk on skill and employability enhancement,attending,late g. n. sapkal college of engineering,whatsapp|cloud counselage website,students,2023,orchha,8.1,5,0-2,9,yes
yukta,yukta@xyz.com,1,talk on skill and employability enhancement,attending,"symbiosis institute of technology, pune",whatsapp,students,2024,sagar,9.7,3,0-2,17,no
prem,prem@xyz.com,1,talk on skill and employability enhancement,attending,"mit academy of engineering ,alandi",email,students,2026,satna,9.3,8,0-2,30,no
sejal,sejal@xyz.com,1,talk on skill and employability enhancement,attending,a. c. patil college of engineering,cloud counselage website,students,2023,ujjain,9.1,5,0-2,11,yes
c,c@xyz.com,1,talk on skill and employability enhancement,attending,wilson college ,instagram,students,2025,vidisha,7.6,8,0-2,15,yes
bedanga,bedanga@xyz.com,1,talk on skill and employability enhancement,attending,"ld college of engineering, ahmedabad, gujarat ",instagram,students,2025,akola,7.8,8,0-2,19,no
aswini,aswini@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,friends,students,2024,aurangabad,7.9,8,0-2,18,no
allen,allen@xyz.com,1,talk on skill and employability enhancement,attending,"mit academy of engineering ,alandi",spoc|college professor,students,2024,bhandara,8.5,5,0-2,12,no
harshini,harshini@xyz.com,1,talk on skill and employability enhancement,attending,a. c. patil college of engineering,youtube|facebook|instagram|whatsapp|email,students,2023,bhsawal,8.7,5,0-2,23,yes
rathod,rathod@xyz.com,1,talk on skill and employability enhancement,attending,wilson college ,whatsapp,students,2023,bid,8.3,6,0-2,8,no
sourabh,sourabh@xyz.com,1,talk on skill and employability enhancement,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2026,buldhana,9.4,8,0-2,25,no
nihar,nihar@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,whatsapp,students,2025,dhule,8.6,8,0-2,7,no
jayshree,jayshree@xyz.com,1,talk on skill and employability enhancement,attending,"thakur institute of management studies, career development & research - [timscdr]",whatsapp,students,2025,jalgaon,8.5,8,0-2,13,no
mansi,mansi@xyz.com,1,talk on skill and employability enhancement,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,whatsapp,students,2023,kalyan,9.1,8,0-2,19,no
oad,oad@xyz.com,1,talk on skill and employability enhancement,attending,"priyadarshini college of engineering, nagpur ",facebook|linkedin,students,2024,thane,7.7,8,0-2,25,yes
rakhi,rakhi@xyz.com,1,talk on skill and employability enhancement,attending,"vidyalankar institute of technology, mumbai",facebook,students,2023,navi mumbai,7.5,6,0-2,22,yes
ankita,ankita@xyz.com,1,talk on skill and employability enhancement,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,email,students,2024,mumbai,7.2,8,0-2,6,no
sudheer chandra,sudheerchandra@xyz.com,1,talk on skill and employability enhancement,attending,silicon institute of technology,instagram|whatsapp,students,2025,nagpur,7.6,8,0-2,9,no
mugdal,mugdal@xyz.com,1,talk on skill and employability enhancement,attending,adhiyamaan college of engineering,whatsapp,students,2023,nanded,7.3,3,0-2,20,yes
ch.manikantareddy,ch.manikantareddy@xyz.com,1,talk on skill and employability enhancement,attending,don bosco college of engineering fatorda goa,whatsapp,students,2025,kolhapur,7.3,8,0-2,15,yes
bujunuru sai,bujunurusai@xyz.com,1,talk on skill and employability enhancement,attending,pillai college of engineering new panvel,facebook,students,2024,karli,9.4,3,0-2,17,no
chinni,chinni@xyz.com,1,talk on skill and employability enhancement,attending,st xavier's college ,instagram,students,2026,matheran,6.6,8,0-2,19,no
indrasenareddy,indrasenareddy@xyz.com,1,talk on skill and employability enhancement,attending,"vidyalankar institute of technology, mumbai",instagram,students,2024,nashik,6.6,5,0-2,13,no
piyush,piyush@xyz.com,1,talk on skill and employability enhancement,attending,a. c. patil college of engineering,whatsapp,students,2023,pune,8.5,6,0-2,11,yes
surya,surya@xyz.com,1,talk on skill and employability enhancement,attending,wilson college ,friends,students,2023,solapur,7.7,6,0-2,12,no
adarsh,adarsh@xyz.com,1,talk on skill and employability enhancement,attending,"ld college of engineering, ahmedabad, gujarat ",youtube|facebook|instagram|linkedin|whatsapp|email,students,2025,satara,8.1,3,0-2,10,no
aditi,aditi@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,email,students,2025,sangli,7.9,8,0-2,10,no
yekanthavasan,yekanthavasan@xyz.com,1,talk on skill and employability enhancement,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2024,sangola,7.1,6,0-2,10,no
prajapat,prajapat@xyz.com,1,talk on skill and employability enhancement,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2026,wardha,8.3,5,0-2,15,no
tadhani,tadhani@xyz.com,1,talk on skill and employability enhancement,attending,government polytechnic gandhinagar,instagram,students,2023,ulhasnagar,7.7,8,0-2,12,yes
patel,patel@xyz.com,1,talk on skill and employability enhancement,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",email,students,2024,vasai,8.0,8,0-2,20,yes
darshan,darshan@xyz.com,1,talk on skill and employability enhancement,attending,"vishwakarma institute of technology, pune",instagram,students,2023,shillong,6.5,8,0-2,21,no
aghera,aghera@xyz.com,1,talk on skill and employability enhancement,attending,"kle society's college of bca, rls institute, belagavi",email,students,2024,puri,9.4,5,0-2,9,no
md.,md.@xyz.com,1,talk on skill and employability enhancement,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2025,konark,6.8,3,0-2,9,yes
zeel,zeel@xyz.com,1,talk on skill and employability enhancement,attending,st.francis institute of technology,instagram,students,2023,cuttack,6.7,6,0-2,8,yes
miroliya,miroliya@xyz.com,1,talk on skill and employability enhancement,attending,new horizon institute of technology and management ,whatsapp,students,2025,baleshwar,7.9,5,0-2,7,no
samruddhi,samruddhi@xyz.com,1,talk on skill and employability enhancement,attending,late g. n. sapkal college of engineering,whatsapp,students,2026,mahe,9.3,6,0-2,21,no
sakshi,sakshi@xyz.com,1,talk on skill and employability enhancement,attending,"symbiosis institute of technology, pune",email,students,2023,amritsar,6.9,6,0-2,5,no
rutuja,rutuja@xyz.com,1,talk on skill and employability enhancement,attending,"mit academy of engineering ,alandi",college,students,2024,patiala,8.9,6,0-2,16,yes
rana,rana@xyz.com,1,talk on skill and employability enhancement,attending,a. c. patil college of engineering,cloud counselage website,students,2023,sangrur,8.3,5,0-2,21,no
shreya,shreya@xyz.com,1,talk on skill and employability enhancement,attending,wilson college ,email,students,2024,ajmer,7.2,6,0-2,8,no
hrishikesh,hrishikesh@xyz.com,1,talk on skill and employability enhancement,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2025,amer,8.1,6,0-2,7,no
dev,dev@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,youtube,students,2025,barmer,9.5,5,0-2,20,no
harshal,harshal@xyz.com,1,talk on skill and employability enhancement,attending,"mit academy of engineering ,alandi",whatsapp,students,2026,bikaner,9.6,6,0-2,23,no
bhumik,bhumik@xyz.com,1,talk on skill and employability enhancement,attending,a. c. patil college of engineering,whatsapp,students,2024,jaipur,7.5,6,0-2,13,yes
preksha,preksha@xyz.com,1,talk on skill and employability enhancement,attending,wilson college ,email,students,2024,jalor,7.9,3,0-2,24,yes
vedant,vedant@xyz.com,1,talk on skill and employability enhancement,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2023,jhalwar,9.3,8,0-2,17,no
gangineni venkata,ganginenivenkata@xyz.com,1,talk on skill and employability enhancement,attending,dkte society's textile and engineering institute ichalkaranji,instagram,students,2023,jodhpur,9.6,5,0-2,11,no
patel,patel@xyz.com,1,talk on skill and employability enhancement,attending,"thakur institute of management studies, career development & research - [timscdr]",email,students,2025,kota,9.1,8,0-2,21,yes
lukman,lukman@xyz.com,1,talk on skill and employability enhancement,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,whatsapp,students,2025,pali,7.3,8,0-2,8,yes
rohit,rohit@xyz.com,1,talk on skill and employability enhancement,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2024,sikar,7.5,5,0-2,9,no
anjana,anjana@xyz.com,1,talk on skill and employability enhancement,attending,"vidyalankar institute of technology, mumbai",facebook|whatsapp,students,2023,gangtok,7.6,3,0-2,8,no
gajrotar,gajrotar@xyz.com,1,talk on skill and employability enhancement,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,instagram,students,2026,hyderbad,8.0,6,0-2,7,no
nihal,nihal@xyz.com,1,talk on skill and employability enhancement,attending,adhiyamaan college of engineering,whatsapp,students,2023,agartala,9.1,3,0-2,21,no
patel,patel@xyz.com,1,talk on skill and employability enhancement,attending,don bosco college of engineering fatorda goa,email,students,2025,agra,6.7,5,0-2,30,no
jaykumar,jaykumar@xyz.com,1,talk on skill and employability enhancement,attending,pillai college of engineering new panvel,facebook,students,2024,aligarh,7.1,8,0-2,24,no
vipul,vipul@xyz.com,1,talk on skill and employability enhancement,attending,st xavier's college ,whatsapp|email|cloud counselage website,students,2023,gonda,7.1,5,0-2,8,no
